Date,State,Year,Month,Indicator,overdose_deaths,State_name,Date_Month_Year
2015-04-01,AK,2015,April,Number of Drug Overdose Deaths,126,Alaska,April 2015
2015-08-01,AK,2015,August,Number of Drug Overdose Deaths,124,Alaska,August 2015
2015-12-01,AK,2015,December,Number of Drug Overdose Deaths,121,Alaska,December 2015
2015-02-01,AK,2015,February,Number of Drug Overdose Deaths,127,Alaska,February 2015
2015-01-01,AK,2015,January,Number of Drug Overdose Deaths,126,Alaska,January 2015
2015-07-01,AK,2015,July,Number of Drug Overdose Deaths,117,Alaska,July 2015
2015-06-01,AK,2015,June,Number of Drug Overdose Deaths,121,Alaska,June 2015
2015-03-01,AK,2015,March,Number of Drug Overdose Deaths,125,Alaska,March 2015
2015-05-01,AK,2015,May,Number of Drug Overdose Deaths,125,Alaska,May 2015
2015-11-01,AK,2015,November,Number of Drug Overdose Deaths,115,Alaska,November 2015
2015-10-01,AK,2015,October,Number of Drug Overdose Deaths,120,Alaska,October 2015
2015-09-01,AK,2015,September,Number of Drug Overdose Deaths,125,Alaska,September 2015
2016-04-01,AK,2016,April,Number of Drug Overdose Deaths,132,Alaska,April 2016
2016-08-01,AK,2016,August,Number of Drug Overdose Deaths,138,Alaska,August 2016
2016-12-01,AK,2016,December,Number of Drug Overdose Deaths,129,Alaska,December 2016
2016-02-01,AK,2016,February,Number of Drug Overdose Deaths,128,Alaska,February 2016
2016-01-01,AK,2016,January,Number of Drug Overdose Deaths,126,Alaska,January 2016
2016-07-01,AK,2016,July,Number of Drug Overdose Deaths,143,Alaska,July 2016
2016-06-01,AK,2016,June,Number of Drug Overdose Deaths,138,Alaska,June 2016
2016-03-01,AK,2016,March,Number of Drug Overdose Deaths,125,Alaska,March 2016
2016-05-01,AK,2016,May,Number of Drug Overdose Deaths,140,Alaska,May 2016
2016-11-01,AK,2016,November,Number of Drug Overdose Deaths,133,Alaska,November 2016
2016-10-01,AK,2016,October,Number of Drug Overdose Deaths,131,Alaska,October 2016
2016-09-01,AK,2016,September,Number of Drug Overdose Deaths,131,Alaska,September 2016
2017-04-01,AK,2017,April,Number of Drug Overdose Deaths,117,Alaska,April 2017
2017-08-01,AK,2017,August,Number of Drug Overdose Deaths,137,Alaska,August 2017
2017-12-01,AK,2017,December,Number of Drug Overdose Deaths,141,Alaska,December 2017
2017-02-01,AK,2017,February,Number of Drug Overdose Deaths,124,Alaska,February 2017
2017-01-01,AK,2017,January,Number of Drug Overdose Deaths,126,Alaska,January 2017
2017-07-01,AK,2017,July,Number of Drug Overdose Deaths,128,Alaska,July 2017
2017-06-01,AK,2017,June,Number of Drug Overdose Deaths,122,Alaska,June 2017
2017-03-01,AK,2017,March,Number of Drug Overdose Deaths,126,Alaska,March 2017
2017-05-01,AK,2017,May,Number of Drug Overdose Deaths,120,Alaska,May 2017
2017-11-01,AK,2017,November,Number of Drug Overdose Deaths,138,Alaska,November 2017
2017-10-01,AK,2017,October,Number of Drug Overdose Deaths,144,Alaska,October 2017
2017-09-01,AK,2017,September,Number of Drug Overdose Deaths,148,Alaska,September 2017
2018-04-01,AK,2018,April,Number of Drug Overdose Deaths,142,Alaska,April 2018
2018-08-01,AK,2018,August,Number of Drug Overdose Deaths,110,Alaska,August 2018
2018-12-01,AK,2018,December,Number of Drug Overdose Deaths,105,Alaska,December 2018
2018-02-01,AK,2018,February,Number of Drug Overdose Deaths,139,Alaska,February 2018
2018-01-01,AK,2018,January,Number of Drug Overdose Deaths,138,Alaska,January 2018
2018-07-01,AK,2018,July,Number of Drug Overdose Deaths,116,Alaska,July 2018
2018-06-01,AK,2018,June,Number of Drug Overdose Deaths,125,Alaska,June 2018
2018-03-01,AK,2018,March,Number of Drug Overdose Deaths,136,Alaska,March 2018
2018-05-01,AK,2018,May,Number of Drug Overdose Deaths,126,Alaska,May 2018
2018-11-01,AK,2018,November,Number of Drug Overdose Deaths,106,Alaska,November 2018
2018-10-01,AK,2018,October,Number of Drug Overdose Deaths,99,Alaska,October 2018
2018-09-01,AK,2018,September,Number of Drug Overdose Deaths,100,Alaska,September 2018
2019-04-01,AK,2019,April,Number of Drug Overdose Deaths,119,Alaska,April 2019
2019-08-01,AK,2019,August,Number of Drug Overdose Deaths,130,Alaska,August 2019
2019-12-01,AK,2019,December,Number of Drug Overdose Deaths,133,Alaska,December 2019
2019-02-01,AK,2019,February,Number of Drug Overdose Deaths,115,Alaska,February 2019
2019-01-01,AK,2019,January,Number of Drug Overdose Deaths,107,Alaska,January 2019
2019-07-01,AK,2019,July,Number of Drug Overdose Deaths,135,Alaska,July 2019
2019-06-01,AK,2019,June,Number of Drug Overdose Deaths,132,Alaska,June 2019
2019-03-01,AK,2019,March,Number of Drug Overdose Deaths,124,Alaska,March 2019
2019-05-01,AK,2019,May,Number of Drug Overdose Deaths,128,Alaska,May 2019
2019-11-01,AK,2019,November,Number of Drug Overdose Deaths,139,Alaska,November 2019
2019-10-01,AK,2019,October,Number of Drug Overdose Deaths,146,Alaska,October 2019
2019-09-01,AK,2019,September,Number of Drug Overdose Deaths,136,Alaska,September 2019
2020-04-01,AK,2020,April,Number of Drug Overdose Deaths,120,Alaska,April 2020
2020-08-01,AK,2020,August,Number of Drug Overdose Deaths,139,Alaska,August 2020
2020-12-01,AK,2020,December,Number of Drug Overdose Deaths,146,Alaska,December 2020
2020-02-01,AK,2020,February,Number of Drug Overdose Deaths,125,Alaska,February 2020
2020-01-01,AK,2020,January,Number of Drug Overdose Deaths,134,Alaska,January 2020
2020-07-01,AK,2020,July,Number of Drug Overdose Deaths,135,Alaska,July 2020
2020-06-01,AK,2020,June,Number of Drug Overdose Deaths,132,Alaska,June 2020
2020-03-01,AK,2020,March,Number of Drug Overdose Deaths,117,Alaska,March 2020
2020-05-01,AK,2020,May,Number of Drug Overdose Deaths,128,Alaska,May 2020
2020-11-01,AK,2020,November,Number of Drug Overdose Deaths,141,Alaska,November 2020
2020-10-01,AK,2020,October,Number of Drug Overdose Deaths,134,Alaska,October 2020
2020-09-01,AK,2020,September,Number of Drug Overdose Deaths,140,Alaska,September 2020
2021-04-01,AK,2021,April,Number of Drug Overdose Deaths,178,Alaska,April 2021
2021-08-01,AK,2021,August,Number of Drug Overdose Deaths,218,Alaska,August 2021
2021-12-01,AK,2021,December,Number of Drug Overdose Deaths,255,Alaska,December 2021
2021-02-01,AK,2021,February,Number of Drug Overdose Deaths,152,Alaska,February 2021
2021-01-01,AK,2021,January,Number of Drug Overdose Deaths,145,Alaska,January 2021
2021-07-01,AK,2021,July,Number of Drug Overdose Deaths,202,Alaska,July 2021
2021-06-01,AK,2021,June,Number of Drug Overdose Deaths,193,Alaska,June 2021
2021-03-01,AK,2021,March,Number of Drug Overdose Deaths,171,Alaska,March 2021
2021-05-01,AK,2021,May,Number of Drug Overdose Deaths,188,Alaska,May 2021
2021-11-01,AK,2021,November,Number of Drug Overdose Deaths,253,Alaska,November 2021
2021-10-01,AK,2021,October,Number of Drug Overdose Deaths,238,Alaska,October 2021
2021-09-01,AK,2021,September,Number of Drug Overdose Deaths,223,Alaska,September 2021
2022-04-01,AK,2022,April,Number of Drug Overdose Deaths,257,Alaska,April 2022
2022-08-01,AK,2022,August,Number of Drug Overdose Deaths,247,Alaska,August 2022
2022-02-01,AK,2022,February,Number of Drug Overdose Deaths,257,Alaska,February 2022
2022-01-01,AK,2022,January,Number of Drug Overdose Deaths,253,Alaska,January 2022
2022-07-01,AK,2022,July,Number of Drug Overdose Deaths,253,Alaska,July 2022
2022-06-01,AK,2022,June,Number of Drug Overdose Deaths,254,Alaska,June 2022
2022-03-01,AK,2022,March,Number of Drug Overdose Deaths,257,Alaska,March 2022
2022-05-01,AK,2022,May,Number of Drug Overdose Deaths,245,Alaska,May 2022
2015-04-01,AL,2015,April,Number of Drug Overdose Deaths,738,Alabama,April 2015
2015-08-01,AL,2015,August,Number of Drug Overdose Deaths,736,Alabama,August 2015
2015-12-01,AL,2015,December,Number of Drug Overdose Deaths,720,Alabama,December 2015
2015-02-01,AL,2015,February,Number of Drug Overdose Deaths,723,Alabama,February 2015
2015-01-01,AL,2015,January,Number of Drug Overdose Deaths,715,Alabama,January 2015
2015-07-01,AL,2015,July,Number of Drug Overdose Deaths,743,Alabama,July 2015
2015-06-01,AL,2015,June,Number of Drug Overdose Deaths,756,Alabama,June 2015
2015-03-01,AL,2015,March,Number of Drug Overdose Deaths,733,Alabama,March 2015
2015-05-01,AL,2015,May,Number of Drug Overdose Deaths,755,Alabama,May 2015
2015-11-01,AL,2015,November,Number of Drug Overdose Deaths,725,Alabama,November 2015
2015-10-01,AL,2015,October,Number of Drug Overdose Deaths,730,Alabama,October 2015
2015-09-01,AL,2015,September,Number of Drug Overdose Deaths,744,Alabama,September 2015
2016-04-01,AL,2016,April,Number of Drug Overdose Deaths,676,Alabama,April 2016
2016-08-01,AL,2016,August,Number of Drug Overdose Deaths,685,Alabama,August 2016
2016-12-01,AL,2016,December,Number of Drug Overdose Deaths,740,Alabama,December 2016
2016-02-01,AL,2016,February,Number of Drug Overdose Deaths,710,Alabama,February 2016
2016-01-01,AL,2016,January,Number of Drug Overdose Deaths,706,Alabama,January 2016
2016-07-01,AL,2016,July,Number of Drug Overdose Deaths,681,Alabama,July 2016
2016-06-01,AL,2016,June,Number of Drug Overdose Deaths,674,Alabama,June 2016
2016-03-01,AL,2016,March,Number of Drug Overdose Deaths,681,Alabama,March 2016
2016-05-01,AL,2016,May,Number of Drug Overdose Deaths,654,Alabama,May 2016
2016-11-01,AL,2016,November,Number of Drug Overdose Deaths,718,Alabama,November 2016
2016-10-01,AL,2016,October,Number of Drug Overdose Deaths,704,Alabama,October 2016
2016-09-01,AL,2016,September,Number of Drug Overdose Deaths,695,Alabama,September 2016
2017-04-01,AL,2017,April,Number of Drug Overdose Deaths,795,Alabama,April 2017
2017-08-01,AL,2017,August,Number of Drug Overdose Deaths,808,Alabama,August 2017
2017-12-01,AL,2017,December,Number of Drug Overdose Deaths,807,Alabama,December 2017
2017-02-01,AL,2017,February,Number of Drug Overdose Deaths,759,Alabama,February 2017
2017-01-01,AL,2017,January,Number of Drug Overdose Deaths,763,Alabama,January 2017
2017-07-01,AL,2017,July,Number of Drug Overdose Deaths,809,Alabama,July 2017
2017-06-01,AL,2017,June,Number of Drug Overdose Deaths,804,Alabama,June 2017
2017-03-01,AL,2017,March,Number of Drug Overdose Deaths,794,Alabama,March 2017
2017-05-01,AL,2017,May,Number of Drug Overdose Deaths,812,Alabama,May 2017
2017-11-01,AL,2017,November,Number of Drug Overdose Deaths,799,Alabama,November 2017
2017-10-01,AL,2017,October,Number of Drug Overdose Deaths,801,Alabama,October 2017
2017-09-01,AL,2017,September,Number of Drug Overdose Deaths,800,Alabama,September 2017
2018-04-01,AL,2018,April,Number of Drug Overdose Deaths,785,Alabama,April 2018
2018-08-01,AL,2018,August,Number of Drug Overdose Deaths,745,Alabama,August 2018
2018-12-01,AL,2018,December,Number of Drug Overdose Deaths,740,Alabama,December 2018
2018-02-01,AL,2018,February,Number of Drug Overdose Deaths,799,Alabama,February 2018
2018-01-01,AL,2018,January,Number of Drug Overdose Deaths,785,Alabama,January 2018
2018-07-01,AL,2018,July,Number of Drug Overdose Deaths,759,Alabama,July 2018
2018-06-01,AL,2018,June,Number of Drug Overdose Deaths,764,Alabama,June 2018
2018-03-01,AL,2018,March,Number of Drug Overdose Deaths,785,Alabama,March 2018
2018-05-01,AL,2018,May,Number of Drug Overdose Deaths,787,Alabama,May 2018
2018-11-01,AL,2018,November,Number of Drug Overdose Deaths,744,Alabama,November 2018
2018-10-01,AL,2018,October,Number of Drug Overdose Deaths,751,Alabama,October 2018
2018-09-01,AL,2018,September,Number of Drug Overdose Deaths,754,Alabama,September 2018
2019-04-01,AL,2019,April,Number of Drug Overdose Deaths,699,Alabama,April 2019
2019-08-01,AL,2019,August,Number of Drug Overdose Deaths,731,Alabama,August 2019
2019-12-01,AL,2019,December,Number of Drug Overdose Deaths,739,Alabama,December 2019
2019-02-01,AL,2019,February,Number of Drug Overdose Deaths,703,Alabama,February 2019
2019-01-01,AL,2019,January,Number of Drug Overdose Deaths,724,Alabama,January 2019
2019-07-01,AL,2019,July,Number of Drug Overdose Deaths,715,Alabama,July 2019
2019-06-01,AL,2019,June,Number of Drug Overdose Deaths,720,Alabama,June 2019
2019-03-01,AL,2019,March,Number of Drug Overdose Deaths,701,Alabama,March 2019
2019-05-01,AL,2019,May,Number of Drug Overdose Deaths,699,Alabama,May 2019
2019-11-01,AL,2019,November,Number of Drug Overdose Deaths,750,Alabama,November 2019
2019-10-01,AL,2019,October,Number of Drug Overdose Deaths,743,Alabama,October 2019
2019-09-01,AL,2019,September,Number of Drug Overdose Deaths,719,Alabama,September 2019
2020-04-01,AL,2020,April,Number of Drug Overdose Deaths,826,Alabama,April 2020
2020-08-01,AL,2020,August,Number of Drug Overdose Deaths,934,Alabama,August 2020
2020-12-01,AL,2020,December,Number of Drug Overdose Deaths,989,Alabama,December 2020
2020-02-01,AL,2020,February,Number of Drug Overdose Deaths,772,Alabama,February 2020
2020-01-01,AL,2020,January,Number of Drug Overdose Deaths,754,Alabama,January 2020
2020-07-01,AL,2020,July,Number of Drug Overdose Deaths,919,Alabama,July 2020
2020-06-01,AL,2020,June,Number of Drug Overdose Deaths,902,Alabama,June 2020
2020-03-01,AL,2020,March,Number of Drug Overdose Deaths,791,Alabama,March 2020
2020-05-01,AL,2020,May,Number of Drug Overdose Deaths,879,Alabama,May 2020
2020-11-01,AL,2020,November,Number of Drug Overdose Deaths,960,Alabama,November 2020
2020-10-01,AL,2020,October,Number of Drug Overdose Deaths,946,Alabama,October 2020
2020-09-01,AL,2020,September,Number of Drug Overdose Deaths,952,Alabama,September 2020
2021-04-01,AL,2021,April,Number of Drug Overdose Deaths,"1,124",Alabama,April 2021
2021-08-01,AL,2021,August,Number of Drug Overdose Deaths,"1,193",Alabama,August 2021
2021-12-01,AL,2021,December,Number of Drug Overdose Deaths,"1,333",Alabama,December 2021
2021-02-01,AL,2021,February,Number of Drug Overdose Deaths,"1,047",Alabama,February 2021
2021-01-01,AL,2021,January,Number of Drug Overdose Deaths,"1,032",Alabama,January 2021
2021-07-01,AL,2021,July,Number of Drug Overdose Deaths,"1,165",Alabama,July 2021
2021-06-01,AL,2021,June,Number of Drug Overdose Deaths,"1,138",Alabama,June 2021
2021-03-01,AL,2021,March,Number of Drug Overdose Deaths,"1,091",Alabama,March 2021
2021-05-01,AL,2021,May,Number of Drug Overdose Deaths,"1,123",Alabama,May 2021
2021-11-01,AL,2021,November,Number of Drug Overdose Deaths,"1,308",Alabama,November 2021
2021-10-01,AL,2021,October,Number of Drug Overdose Deaths,"1,295",Alabama,October 2021
2021-09-01,AL,2021,September,Number of Drug Overdose Deaths,"1,247",Alabama,September 2021
2022-04-01,AL,2022,April,Number of Drug Overdose Deaths,"1,331",Alabama,April 2022
2022-08-01,AL,2022,August,Number of Drug Overdose Deaths,"1,346",Alabama,August 2022
2022-02-01,AL,2022,February,Number of Drug Overdose Deaths,"1,363",Alabama,February 2022
2022-01-01,AL,2022,January,Number of Drug Overdose Deaths,"1,329",Alabama,January 2022
2022-07-01,AL,2022,July,Number of Drug Overdose Deaths,"1,352",Alabama,July 2022
2022-06-01,AL,2022,June,Number of Drug Overdose Deaths,"1,333",Alabama,June 2022
2022-03-01,AL,2022,March,Number of Drug Overdose Deaths,"1,344",Alabama,March 2022
2022-05-01,AL,2022,May,Number of Drug Overdose Deaths,"1,338",Alabama,May 2022
2015-04-01,AR,2015,April,Number of Drug Overdose Deaths,373,Arkansas,April 2015
2015-08-01,AR,2015,August,Number of Drug Overdose Deaths,398,Arkansas,August 2015
2015-12-01,AR,2015,December,Number of Drug Overdose Deaths,381,Arkansas,December 2015
2015-02-01,AR,2015,February,Number of Drug Overdose Deaths,366,Arkansas,February 2015
2015-01-01,AR,2015,January,Number of Drug Overdose Deaths,366,Arkansas,January 2015
2015-07-01,AR,2015,July,Number of Drug Overdose Deaths,395,Arkansas,July 2015
2015-06-01,AR,2015,June,Number of Drug Overdose Deaths,391,Arkansas,June 2015
2015-03-01,AR,2015,March,Number of Drug Overdose Deaths,385,Arkansas,March 2015
2015-05-01,AR,2015,May,Number of Drug Overdose Deaths,383,Arkansas,May 2015
2015-11-01,AR,2015,November,Number of Drug Overdose Deaths,389,Arkansas,November 2015
2015-10-01,AR,2015,October,Number of Drug Overdose Deaths,397,Arkansas,October 2015
2015-09-01,AR,2015,September,Number of Drug Overdose Deaths,392,Arkansas,September 2015
2016-04-01,AR,2016,April,Number of Drug Overdose Deaths,372,Arkansas,April 2016
2016-08-01,AR,2016,August,Number of Drug Overdose Deaths,383,Arkansas,August 2016
2016-12-01,AR,2016,December,Number of Drug Overdose Deaths,386,Arkansas,December 2016
2016-02-01,AR,2016,February,Number of Drug Overdose Deaths,379,Arkansas,February 2016
2016-01-01,AR,2016,January,Number of Drug Overdose Deaths,378,Arkansas,January 2016
2016-07-01,AR,2016,July,Number of Drug Overdose Deaths,378,Arkansas,July 2016
2016-06-01,AR,2016,June,Number of Drug Overdose Deaths,369,Arkansas,June 2016
2016-03-01,AR,2016,March,Number of Drug Overdose Deaths,363,Arkansas,March 2016
2016-05-01,AR,2016,May,Number of Drug Overdose Deaths,376,Arkansas,May 2016
2016-11-01,AR,2016,November,Number of Drug Overdose Deaths,378,Arkansas,November 2016
2016-10-01,AR,2016,October,Number of Drug Overdose Deaths,372,Arkansas,October 2016
2016-09-01,AR,2016,September,Number of Drug Overdose Deaths,379,Arkansas,September 2016
2017-04-01,AR,2017,April,Number of Drug Overdose Deaths,386,Arkansas,April 2017
2017-08-01,AR,2017,August,Number of Drug Overdose Deaths,406,Arkansas,August 2017
2017-12-01,AR,2017,December,Number of Drug Overdose Deaths,425,Arkansas,December 2017
2017-02-01,AR,2017,February,Number of Drug Overdose Deaths,380,Arkansas,February 2017
2017-01-01,AR,2017,January,Number of Drug Overdose Deaths,384,Arkansas,January 2017
2017-07-01,AR,2017,July,Number of Drug Overdose Deaths,395,Arkansas,July 2017
2017-06-01,AR,2017,June,Number of Drug Overdose Deaths,398,Arkansas,June 2017
2017-03-01,AR,2017,March,Number of Drug Overdose Deaths,384,Arkansas,March 2017
2017-05-01,AR,2017,May,Number of Drug Overdose Deaths,383,Arkansas,May 2017
2017-11-01,AR,2017,November,Number of Drug Overdose Deaths,411,Arkansas,November 2017
2017-10-01,AR,2017,October,Number of Drug Overdose Deaths,410,Arkansas,October 2017
2017-09-01,AR,2017,September,Number of Drug Overdose Deaths,413,Arkansas,September 2017
2018-04-01,AR,2018,April,Number of Drug Overdose Deaths,425,Arkansas,April 2018
2018-08-01,AR,2018,August,Number of Drug Overdose Deaths,455,Arkansas,August 2018
2018-12-01,AR,2018,December,Number of Drug Overdose Deaths,433,Arkansas,December 2018
2018-02-01,AR,2018,February,Number of Drug Overdose Deaths,424,Arkansas,February 2018
2018-01-01,AR,2018,January,Number of Drug Overdose Deaths,427,Arkansas,January 2018
2018-07-01,AR,2018,July,Number of Drug Overdose Deaths,451,Arkansas,July 2018
2018-06-01,AR,2018,June,Number of Drug Overdose Deaths,447,Arkansas,June 2018
2018-03-01,AR,2018,March,Number of Drug Overdose Deaths,430,Arkansas,March 2018
2018-05-01,AR,2018,May,Number of Drug Overdose Deaths,443,Arkansas,May 2018
2018-11-01,AR,2018,November,Number of Drug Overdose Deaths,446,Arkansas,November 2018
2018-10-01,AR,2018,October,Number of Drug Overdose Deaths,457,Arkansas,October 2018
2018-09-01,AR,2018,September,Number of Drug Overdose Deaths,448,Arkansas,September 2018
2019-04-01,AR,2019,April,Number of Drug Overdose Deaths,434,Arkansas,April 2019
2019-08-01,AR,2019,August,Number of Drug Overdose Deaths,355,Arkansas,August 2019
2019-12-01,AR,2019,December,Number of Drug Overdose Deaths,362,Arkansas,December 2019
2019-02-01,AR,2019,February,Number of Drug Overdose Deaths,451,Arkansas,February 2019
2019-01-01,AR,2019,January,Number of Drug Overdose Deaths,439,Arkansas,January 2019
2019-07-01,AR,2019,July,Number of Drug Overdose Deaths,381,Arkansas,July 2019
2019-06-01,AR,2019,June,Number of Drug Overdose Deaths,395,Arkansas,June 2019
2019-03-01,AR,2019,March,Number of Drug Overdose Deaths,437,Arkansas,March 2019
2019-05-01,AR,2019,May,Number of Drug Overdose Deaths,411,Arkansas,May 2019
2019-11-01,AR,2019,November,Number of Drug Overdose Deaths,363,Arkansas,November 2019
2019-10-01,AR,2019,October,Number of Drug Overdose Deaths,357,Arkansas,October 2019
2019-09-01,AR,2019,September,Number of Drug Overdose Deaths,354,Arkansas,September 2019
2020-04-01,AR,2020,April,Number of Drug Overdose Deaths,402,Arkansas,April 2020
2020-08-01,AR,2020,August,Number of Drug Overdose Deaths,481,Arkansas,August 2020
2020-12-01,AR,2020,December,Number of Drug Overdose Deaths,514,Arkansas,December 2020
2020-02-01,AR,2020,February,Number of Drug Overdose Deaths,370,Arkansas,February 2020
2020-01-01,AR,2020,January,Number of Drug Overdose Deaths,367,Arkansas,January 2020
2020-07-01,AR,2020,July,Number of Drug Overdose Deaths,460,Arkansas,July 2020
2020-06-01,AR,2020,June,Number of Drug Overdose Deaths,435,Arkansas,June 2020
2020-03-01,AR,2020,March,Number of Drug Overdose Deaths,384,Arkansas,March 2020
2020-05-01,AR,2020,May,Number of Drug Overdose Deaths,416,Arkansas,May 2020
2020-11-01,AR,2020,November,Number of Drug Overdose Deaths,506,Arkansas,November 2020
2020-10-01,AR,2020,October,Number of Drug Overdose Deaths,498,Arkansas,October 2020
2020-09-01,AR,2020,September,Number of Drug Overdose Deaths,492,Arkansas,September 2020
2021-04-01,AR,2021,April,Number of Drug Overdose Deaths,542,Arkansas,April 2021
2021-08-01,AR,2021,August,Number of Drug Overdose Deaths,570,Arkansas,August 2021
2021-12-01,AR,2021,December,Number of Drug Overdose Deaths,627,Arkansas,December 2021
2021-02-01,AR,2021,February,Number of Drug Overdose Deaths,525,Arkansas,February 2021
2021-01-01,AR,2021,January,Number of Drug Overdose Deaths,513,Arkansas,January 2021
2021-07-01,AR,2021,July,Number of Drug Overdose Deaths,553,Arkansas,July 2021
2021-06-01,AR,2021,June,Number of Drug Overdose Deaths,564,Arkansas,June 2021
2021-03-01,AR,2021,March,Number of Drug Overdose Deaths,536,Arkansas,March 2021
2021-05-01,AR,2021,May,Number of Drug Overdose Deaths,560,Arkansas,May 2021
2021-11-01,AR,2021,November,Number of Drug Overdose Deaths,607,Arkansas,November 2021
2021-10-01,AR,2021,October,Number of Drug Overdose Deaths,593,Arkansas,October 2021
2021-09-01,AR,2021,September,Number of Drug Overdose Deaths,585,Arkansas,September 2021
2022-04-01,AR,2022,April,Number of Drug Overdose Deaths,636,Arkansas,April 2022
2022-08-01,AR,2022,August,Number of Drug Overdose Deaths,616,Arkansas,August 2022
2022-02-01,AR,2022,February,Number of Drug Overdose Deaths,634,Arkansas,February 2022
2022-01-01,AR,2022,January,Number of Drug Overdose Deaths,634,Arkansas,January 2022
2022-07-01,AR,2022,July,Number of Drug Overdose Deaths,630,Arkansas,July 2022
2022-06-01,AR,2022,June,Number of Drug Overdose Deaths,620,Arkansas,June 2022
2022-03-01,AR,2022,March,Number of Drug Overdose Deaths,645,Arkansas,March 2022
2022-05-01,AR,2022,May,Number of Drug Overdose Deaths,628,Arkansas,May 2022
2015-04-01,AZ,2015,April,Number of Drug Overdose Deaths,"1,173",Arizona,April 2015
2015-08-01,AZ,2015,August,Number of Drug Overdose Deaths,"1,240",Arizona,August 2015
2015-12-01,AZ,2015,December,Number of Drug Overdose Deaths,"1,267",Arizona,December 2015
2015-02-01,AZ,2015,February,Number of Drug Overdose Deaths,"1,175",Arizona,February 2015
2015-01-01,AZ,2015,January,Number of Drug Overdose Deaths,"1,193",Arizona,January 2015
2015-07-01,AZ,2015,July,Number of Drug Overdose Deaths,"1,201",Arizona,July 2015
2015-06-01,AZ,2015,June,Number of Drug Overdose Deaths,"1,209",Arizona,June 2015
2015-03-01,AZ,2015,March,Number of Drug Overdose Deaths,"1,174",Arizona,March 2015
2015-05-01,AZ,2015,May,Number of Drug Overdose Deaths,"1,184",Arizona,May 2015
2015-11-01,AZ,2015,November,Number of Drug Overdose Deaths,"1,269",Arizona,November 2015
2015-10-01,AZ,2015,October,Number of Drug Overdose Deaths,"1,264",Arizona,October 2015
2015-09-01,AZ,2015,September,Number of Drug Overdose Deaths,"1,241",Arizona,September 2015
2016-04-01,AZ,2016,April,Number of Drug Overdose Deaths,"1,335",Arizona,April 2016
2016-08-01,AZ,2016,August,Number of Drug Overdose Deaths,"1,410",Arizona,August 2016
2016-12-01,AZ,2016,December,Number of Drug Overdose Deaths,"1,393",Arizona,December 2016
2016-02-01,AZ,2016,February,Number of Drug Overdose Deaths,"1,307",Arizona,February 2016
2016-01-01,AZ,2016,January,Number of Drug Overdose Deaths,"1,298",Arizona,January 2016
2016-07-01,AZ,2016,July,Number of Drug Overdose Deaths,"1,421",Arizona,July 2016
2016-06-01,AZ,2016,June,Number of Drug Overdose Deaths,"1,370",Arizona,June 2016
2016-03-01,AZ,2016,March,Number of Drug Overdose Deaths,"1,313",Arizona,March 2016
2016-05-01,AZ,2016,May,Number of Drug Overdose Deaths,"1,350",Arizona,May 2016
2016-11-01,AZ,2016,November,Number of Drug Overdose Deaths,"1,397",Arizona,November 2016
2016-10-01,AZ,2016,October,Number of Drug Overdose Deaths,"1,405",Arizona,October 2016
2016-09-01,AZ,2016,September,Number of Drug Overdose Deaths,"1,404",Arizona,September 2016
2017-04-01,AZ,2017,April,Number of Drug Overdose Deaths,"1,418",Arizona,April 2017
2017-08-01,AZ,2017,August,Number of Drug Overdose Deaths,"1,468",Arizona,August 2017
2017-12-01,AZ,2017,December,Number of Drug Overdose Deaths,"1,555",Arizona,December 2017
2017-02-01,AZ,2017,February,Number of Drug Overdose Deaths,"1,411",Arizona,February 2017
2017-01-01,AZ,2017,January,Number of Drug Overdose Deaths,"1,417",Arizona,January 2017
2017-07-01,AZ,2017,July,Number of Drug Overdose Deaths,"1,450",Arizona,July 2017
2017-06-01,AZ,2017,June,Number of Drug Overdose Deaths,"1,455",Arizona,June 2017
2017-03-01,AZ,2017,March,Number of Drug Overdose Deaths,"1,429",Arizona,March 2017
2017-05-01,AZ,2017,May,Number of Drug Overdose Deaths,"1,437",Arizona,May 2017
2017-11-01,AZ,2017,November,Number of Drug Overdose Deaths,"1,517",Arizona,November 2017
2017-10-01,AZ,2017,October,Number of Drug Overdose Deaths,"1,503",Arizona,October 2017
2017-09-01,AZ,2017,September,Number of Drug Overdose Deaths,"1,492",Arizona,September 2017
2018-04-01,AZ,2018,April,Number of Drug Overdose Deaths,"1,611",Arizona,April 2018
2018-08-01,AZ,2018,August,Number of Drug Overdose Deaths,"1,676",Arizona,August 2018
2018-12-01,AZ,2018,December,Number of Drug Overdose Deaths,"1,730",Arizona,December 2018
2018-02-01,AZ,2018,February,Number of Drug Overdose Deaths,"1,582",Arizona,February 2018
2018-01-01,AZ,2018,January,Number of Drug Overdose Deaths,"1,571",Arizona,January 2018
2018-07-01,AZ,2018,July,Number of Drug Overdose Deaths,"1,652",Arizona,July 2018
2018-06-01,AZ,2018,June,Number of Drug Overdose Deaths,"1,606",Arizona,June 2018
2018-03-01,AZ,2018,March,Number of Drug Overdose Deaths,"1,594",Arizona,March 2018
2018-05-01,AZ,2018,May,Number of Drug Overdose Deaths,"1,607",Arizona,May 2018
2018-11-01,AZ,2018,November,Number of Drug Overdose Deaths,"1,706",Arizona,November 2018
2018-10-01,AZ,2018,October,Number of Drug Overdose Deaths,"1,672",Arizona,October 2018
2018-09-01,AZ,2018,September,Number of Drug Overdose Deaths,"1,676",Arizona,September 2018
