Date,State,Year,Month,Indicator,overdose_deaths,State_name,Date_Month_Year
2018-12-01,IA,2018,December,Number of Drug Overdose Deaths,277,Iowa,December 2018
2018-02-01,IA,2018,February,Number of Drug Overdose Deaths,331,Iowa,February 2018
2018-01-01,IA,2018,January,Number of Drug Overdose Deaths,336,Iowa,January 2018
2018-07-01,IA,2018,July,Number of Drug Overdose Deaths,305,Iowa,July 2018
2018-06-01,IA,2018,June,Number of Drug Overdose Deaths,307,Iowa,June 2018
2018-03-01,IA,2018,March,Number of Drug Overdose Deaths,326,Iowa,March 2018
2018-05-01,IA,2018,May,Number of Drug Overdose Deaths,312,Iowa,May 2018
2018-11-01,IA,2018,November,Number of Drug Overdose Deaths,280,Iowa,November 2018
2018-10-01,IA,2018,October,Number of Drug Overdose Deaths,289,Iowa,October 2018
2018-09-01,IA,2018,September,Number of Drug Overdose Deaths,299,Iowa,September 2018
2019-04-01,IA,2019,April,Number of Drug Overdose Deaths,286,Iowa,April 2019
2019-08-01,IA,2019,August,Number of Drug Overdose Deaths,306,Iowa,August 2019
2019-12-01,IA,2019,December,Number of Drug Overdose Deaths,350,Iowa,December 2019
2019-02-01,IA,2019,February,Number of Drug Overdose Deaths,277,Iowa,February 2019
2019-01-01,IA,2019,January,Number of Drug Overdose Deaths,278,Iowa,January 2019
2019-07-01,IA,2019,July,Number of Drug Overdose Deaths,297,Iowa,July 2019
2019-06-01,IA,2019,June,Number of Drug Overdose Deaths,283,Iowa,June 2019
2019-03-01,IA,2019,March,Number of Drug Overdose Deaths,277,Iowa,March 2019
2019-05-01,IA,2019,May,Number of Drug Overdose Deaths,287,Iowa,May 2019
2019-11-01,IA,2019,November,Number of Drug Overdose Deaths,336,Iowa,November 2019
2019-10-01,IA,2019,October,Number of Drug Overdose Deaths,322,Iowa,October 2019
2019-09-01,IA,2019,September,Number of Drug Overdose Deaths,316,Iowa,September 2019
2020-04-01,IA,2020,April,Number of Drug Overdose Deaths,389,Iowa,April 2020
2020-08-01,IA,2020,August,Number of Drug Overdose Deaths,411,Iowa,August 2020
2020-12-01,IA,2020,December,Number of Drug Overdose Deaths,419,Iowa,December 2020
2020-02-01,IA,2020,February,Number of Drug Overdose Deaths,363,Iowa,February 2020
2020-01-01,IA,2020,January,Number of Drug Overdose Deaths,346,Iowa,January 2020
2020-07-01,IA,2020,July,Number of Drug Overdose Deaths,413,Iowa,July 2020
2020-06-01,IA,2020,June,Number of Drug Overdose Deaths,417,Iowa,June 2020
2020-03-01,IA,2020,March,Number of Drug Overdose Deaths,374,Iowa,March 2020
2020-05-01,IA,2020,May,Number of Drug Overdose Deaths,398,Iowa,May 2020
2020-11-01,IA,2020,November,Number of Drug Overdose Deaths,429,Iowa,November 2020
2020-10-01,IA,2020,October,Number of Drug Overdose Deaths,427,Iowa,October 2020
2020-09-01,IA,2020,September,Number of Drug Overdose Deaths,418,Iowa,September 2020
2021-04-01,IA,2021,April,Number of Drug Overdose Deaths,425,Iowa,April 2021
2021-08-01,IA,2021,August,Number of Drug Overdose Deaths,463,Iowa,August 2021
2021-12-01,IA,2021,December,Number of Drug Overdose Deaths,471,Iowa,December 2021
2021-02-01,IA,2021,February,Number of Drug Overdose Deaths,422,Iowa,February 2021
2021-01-01,IA,2021,January,Number of Drug Overdose Deaths,428,Iowa,January 2021
2021-07-01,IA,2021,July,Number of Drug Overdose Deaths,447,Iowa,July 2021
2021-06-01,IA,2021,June,Number of Drug Overdose Deaths,433,Iowa,June 2021
2021-03-01,IA,2021,March,Number of Drug Overdose Deaths,428,Iowa,March 2021
2021-05-01,IA,2021,May,Number of Drug Overdose Deaths,434,Iowa,May 2021
2021-11-01,IA,2021,November,Number of Drug Overdose Deaths,441,Iowa,November 2021
2021-10-01,IA,2021,October,Number of Drug Overdose Deaths,446,Iowa,October 2021
2021-09-01,IA,2021,September,Number of Drug Overdose Deaths,451,Iowa,September 2021
2022-04-01,IA,2022,April,Number of Drug Overdose Deaths,491,Iowa,April 2022
2022-08-01,IA,2022,August,Number of Drug Overdose Deaths,470,Iowa,August 2022
2022-02-01,IA,2022,February,Number of Drug Overdose Deaths,489,Iowa,February 2022
2022-01-01,IA,2022,January,Number of Drug Overdose Deaths,479,Iowa,January 2022
2022-07-01,IA,2022,July,Number of Drug Overdose Deaths,471,Iowa,July 2022
2022-06-01,IA,2022,June,Number of Drug Overdose Deaths,484,Iowa,June 2022
2022-03-01,IA,2022,March,Number of Drug Overdose Deaths,495,Iowa,March 2022
2022-05-01,IA,2022,May,Number of Drug Overdose Deaths,485,Iowa,May 2022
2015-04-01,ID,2015,April,Number of Drug Overdose Deaths,219,Idaho,April 2015
2015-08-01,ID,2015,August,Number of Drug Overdose Deaths,218,Idaho,August 2015
2015-12-01,ID,2015,December,Number of Drug Overdose Deaths,214,Idaho,December 2015
2015-02-01,ID,2015,February,Number of Drug Overdose Deaths,206,Idaho,February 2015
2015-01-01,ID,2015,January,Number of Drug Overdose Deaths,209,Idaho,January 2015
2015-07-01,ID,2015,July,Number of Drug Overdose Deaths,220,Idaho,July 2015
2015-06-01,ID,2015,June,Number of Drug Overdose Deaths,217,Idaho,June 2015
2015-03-01,ID,2015,March,Number of Drug Overdose Deaths,216,Idaho,March 2015
2015-05-01,ID,2015,May,Number of Drug Overdose Deaths,213,Idaho,May 2015
2015-11-01,ID,2015,November,Number of Drug Overdose Deaths,209,Idaho,November 2015
2015-10-01,ID,2015,October,Number of Drug Overdose Deaths,215,Idaho,October 2015
2015-09-01,ID,2015,September,Number of Drug Overdose Deaths,214,Idaho,September 2015
2016-04-01,ID,2016,April,Number of Drug Overdose Deaths,209,Idaho,April 2016
2016-08-01,ID,2016,August,Number of Drug Overdose Deaths,217,Idaho,August 2016
2016-12-01,ID,2016,December,Number of Drug Overdose Deaths,228,Idaho,December 2016
2016-02-01,ID,2016,February,Number of Drug Overdose Deaths,215,Idaho,February 2016
2016-01-01,ID,2016,January,Number of Drug Overdose Deaths,214,Idaho,January 2016
2016-07-01,ID,2016,July,Number of Drug Overdose Deaths,218,Idaho,July 2016
2016-06-01,ID,2016,June,Number of Drug Overdose Deaths,216,Idaho,June 2016
2016-03-01,ID,2016,March,Number of Drug Overdose Deaths,212,Idaho,March 2016
2016-05-01,ID,2016,May,Number of Drug Overdose Deaths,212,Idaho,May 2016
2016-11-01,ID,2016,November,Number of Drug Overdose Deaths,235,Idaho,November 2016
2016-10-01,ID,2016,October,Number of Drug Overdose Deaths,229,Idaho,October 2016
2016-09-01,ID,2016,September,Number of Drug Overdose Deaths,218,Idaho,September 2016
2017-04-01,ID,2017,April,Number of Drug Overdose Deaths,235,Idaho,April 2017
2017-08-01,ID,2017,August,Number of Drug Overdose Deaths,235,Idaho,August 2017
2017-12-01,ID,2017,December,Number of Drug Overdose Deaths,234,Idaho,December 2017
2017-02-01,ID,2017,February,Number of Drug Overdose Deaths,232,Idaho,February 2017
2017-01-01,ID,2017,January,Number of Drug Overdose Deaths,226,Idaho,January 2017
2017-07-01,ID,2017,July,Number of Drug Overdose Deaths,234,Idaho,July 2017
2017-06-01,ID,2017,June,Number of Drug Overdose Deaths,231,Idaho,June 2017
2017-03-01,ID,2017,March,Number of Drug Overdose Deaths,231,Idaho,March 2017
2017-05-01,ID,2017,May,Number of Drug Overdose Deaths,240,Idaho,May 2017
2017-11-01,ID,2017,November,Number of Drug Overdose Deaths,233,Idaho,November 2017
2017-10-01,ID,2017,October,Number of Drug Overdose Deaths,236,Idaho,October 2017
2017-09-01,ID,2017,September,Number of Drug Overdose Deaths,240,Idaho,September 2017
2018-04-01,ID,2018,April,Number of Drug Overdose Deaths,227,Idaho,April 2018
2018-08-01,ID,2018,August,Number of Drug Overdose Deaths,244,Idaho,August 2018
2018-12-01,ID,2018,December,Number of Drug Overdose Deaths,243,Idaho,December 2018
2018-02-01,ID,2018,February,Number of Drug Overdose Deaths,223,Idaho,February 2018
2018-01-01,ID,2018,January,Number of Drug Overdose Deaths,228,Idaho,January 2018
2018-07-01,ID,2018,July,Number of Drug Overdose Deaths,247,Idaho,July 2018
2018-06-01,ID,2018,June,Number of Drug Overdose Deaths,235,Idaho,June 2018
2018-03-01,ID,2018,March,Number of Drug Overdose Deaths,225,Idaho,March 2018
2018-05-01,ID,2018,May,Number of Drug Overdose Deaths,223,Idaho,May 2018
2018-11-01,ID,2018,November,Number of Drug Overdose Deaths,234,Idaho,November 2018
2018-10-01,ID,2018,October,Number of Drug Overdose Deaths,231,Idaho,October 2018
2018-09-01,ID,2018,September,Number of Drug Overdose Deaths,238,Idaho,September 2018
2019-04-01,ID,2019,April,Number of Drug Overdose Deaths,260,Idaho,April 2019
2019-08-01,ID,2019,August,Number of Drug Overdose Deaths,238,Idaho,August 2019
2019-12-01,ID,2019,December,Number of Drug Overdose Deaths,264,Idaho,December 2019
2019-02-01,ID,2019,February,Number of Drug Overdose Deaths,260,Idaho,February 2019
2019-01-01,ID,2019,January,Number of Drug Overdose Deaths,249,Idaho,January 2019
2019-07-01,ID,2019,July,Number of Drug Overdose Deaths,243,Idaho,July 2019
2019-06-01,ID,2019,June,Number of Drug Overdose Deaths,261,Idaho,June 2019
2019-03-01,ID,2019,March,Number of Drug Overdose Deaths,265,Idaho,March 2019
2019-05-01,ID,2019,May,Number of Drug Overdose Deaths,257,Idaho,May 2019
2019-11-01,ID,2019,November,Number of Drug Overdose Deaths,263,Idaho,November 2019
2019-10-01,ID,2019,October,Number of Drug Overdose Deaths,253,Idaho,October 2019
2019-09-01,ID,2019,September,Number of Drug Overdose Deaths,247,Idaho,September 2019
2020-04-01,ID,2020,April,Number of Drug Overdose Deaths,250,Idaho,April 2020
2020-08-01,ID,2020,August,Number of Drug Overdose Deaths,280,Idaho,August 2020
2020-12-01,ID,2020,December,Number of Drug Overdose Deaths,280,Idaho,December 2020
2020-02-01,ID,2020,February,Number of Drug Overdose Deaths,258,Idaho,February 2020
2020-01-01,ID,2020,January,Number of Drug Overdose Deaths,264,Idaho,January 2020
2020-07-01,ID,2020,July,Number of Drug Overdose Deaths,271,Idaho,July 2020
2020-06-01,ID,2020,June,Number of Drug Overdose Deaths,253,Idaho,June 2020
2020-03-01,ID,2020,March,Number of Drug Overdose Deaths,250,Idaho,March 2020
2020-05-01,ID,2020,May,Number of Drug Overdose Deaths,259,Idaho,May 2020
2020-11-01,ID,2020,November,Number of Drug Overdose Deaths,278,Idaho,November 2020
2020-10-01,ID,2020,October,Number of Drug Overdose Deaths,280,Idaho,October 2020
2020-09-01,ID,2020,September,Number of Drug Overdose Deaths,281,Idaho,September 2020
2021-04-01,ID,2021,April,Number of Drug Overdose Deaths,290,Idaho,April 2021
2021-08-01,ID,2021,August,Number of Drug Overdose Deaths,325,Idaho,August 2021
2021-12-01,ID,2021,December,Number of Drug Overdose Deaths,345,Idaho,December 2021
2021-02-01,ID,2021,February,Number of Drug Overdose Deaths,279,Idaho,February 2021
2021-01-01,ID,2021,January,Number of Drug Overdose Deaths,284,Idaho,January 2021
2021-07-01,ID,2021,July,Number of Drug Overdose Deaths,319,Idaho,July 2021
2021-06-01,ID,2021,June,Number of Drug Overdose Deaths,313,Idaho,June 2021
2021-03-01,ID,2021,March,Number of Drug Overdose Deaths,276,Idaho,March 2021
2021-05-01,ID,2021,May,Number of Drug Overdose Deaths,298,Idaho,May 2021
2021-11-01,ID,2021,November,Number of Drug Overdose Deaths,347,Idaho,November 2021
2021-10-01,ID,2021,October,Number of Drug Overdose Deaths,338,Idaho,October 2021
2021-09-01,ID,2021,September,Number of Drug Overdose Deaths,334,Idaho,September 2021
2022-04-01,ID,2022,April,Number of Drug Overdose Deaths,371,Idaho,April 2022
2022-08-01,ID,2022,August,Number of Drug Overdose Deaths,343,Idaho,August 2022
2022-02-01,ID,2022,February,Number of Drug Overdose Deaths,362,Idaho,February 2022
2022-01-01,ID,2022,January,Number of Drug Overdose Deaths,361,Idaho,January 2022
2022-07-01,ID,2022,July,Number of Drug Overdose Deaths,339,Idaho,July 2022
2022-06-01,ID,2022,June,Number of Drug Overdose Deaths,348,Idaho,June 2022
2022-03-01,ID,2022,March,Number of Drug Overdose Deaths,376,Idaho,March 2022
2022-05-01,ID,2022,May,Number of Drug Overdose Deaths,352,Idaho,May 2022
2015-04-01,IL,2015,April,Number of Drug Overdose Deaths,"1,735",Illinois,April 2015
2015-08-01,IL,2015,August,Number of Drug Overdose Deaths,"1,793",Illinois,August 2015
2015-12-01,IL,2015,December,Number of Drug Overdose Deaths,"1,864",Illinois,December 2015
2015-02-01,IL,2015,February,Number of Drug Overdose Deaths,"1,657",Illinois,February 2015
2015-01-01,IL,2015,January,Number of Drug Overdose Deaths,"1,652",Illinois,January 2015
2015-07-01,IL,2015,July,Number of Drug Overdose Deaths,"1,761",Illinois,July 2015
2015-06-01,IL,2015,June,Number of Drug Overdose Deaths,"1,766",Illinois,June 2015
2015-03-01,IL,2015,March,Number of Drug Overdose Deaths,"1,688",Illinois,March 2015
2015-05-01,IL,2015,May,Number of Drug Overdose Deaths,"1,782",Illinois,May 2015
2015-11-01,IL,2015,November,Number of Drug Overdose Deaths,"1,860",Illinois,November 2015
2015-10-01,IL,2015,October,Number of Drug Overdose Deaths,"1,847",Illinois,October 2015
2015-09-01,IL,2015,September,Number of Drug Overdose Deaths,"1,813",Illinois,September 2015
2016-04-01,IL,2016,April,Number of Drug Overdose Deaths,"2,097",Illinois,April 2016
2016-08-01,IL,2016,August,Number of Drug Overdose Deaths,"2,275",Illinois,August 2016
2016-12-01,IL,2016,December,Number of Drug Overdose Deaths,"2,427",Illinois,December 2016
2016-02-01,IL,2016,February,Number of Drug Overdose Deaths,"1,958",Illinois,February 2016
2016-01-01,IL,2016,January,Number of Drug Overdose Deaths,"1,893",Illinois,January 2016
2016-07-01,IL,2016,July,Number of Drug Overdose Deaths,"2,261",Illinois,July 2016
2016-06-01,IL,2016,June,Number of Drug Overdose Deaths,"2,213",Illinois,June 2016
2016-03-01,IL,2016,March,Number of Drug Overdose Deaths,"2,025",Illinois,March 2016
2016-05-01,IL,2016,May,Number of Drug Overdose Deaths,"2,129",Illinois,May 2016
2016-11-01,IL,2016,November,Number of Drug Overdose Deaths,"2,333",Illinois,November 2016
2016-10-01,IL,2016,October,Number of Drug Overdose Deaths,"2,297",Illinois,October 2016
2016-09-01,IL,2016,September,Number of Drug Overdose Deaths,"2,319",Illinois,September 2016
2017-04-01,IL,2017,April,Number of Drug Overdose Deaths,"2,513",Illinois,April 2017
2017-08-01,IL,2017,August,Number of Drug Overdose Deaths,"2,560",Illinois,August 2017
2017-12-01,IL,2017,December,Number of Drug Overdose Deaths,"2,765",Illinois,December 2017
2017-02-01,IL,2017,February,Number of Drug Overdose Deaths,"2,553",Illinois,February 2017
2017-01-01,IL,2017,January,Number of Drug Overdose Deaths,"2,524",Illinois,January 2017
2017-07-01,IL,2017,July,Number of Drug Overdose Deaths,"2,486",Illinois,July 2017
2017-06-01,IL,2017,June,Number of Drug Overdose Deaths,"2,462",Illinois,June 2017
2017-03-01,IL,2017,March,Number of Drug Overdose Deaths,"2,543",Illinois,March 2017
2017-05-01,IL,2017,May,Number of Drug Overdose Deaths,"2,473",Illinois,May 2017
2017-11-01,IL,2017,November,Number of Drug Overdose Deaths,"2,781",Illinois,November 2017
2017-10-01,IL,2017,October,Number of Drug Overdose Deaths,"2,714",Illinois,October 2017
2017-09-01,IL,2017,September,Number of Drug Overdose Deaths,"2,650",Illinois,September 2017
2018-04-01,IL,2018,April,Number of Drug Overdose Deaths,"2,800",Illinois,April 2018
2018-08-01,IL,2018,August,Number of Drug Overdose Deaths,"2,843",Illinois,August 2018
2018-12-01,IL,2018,December,Number of Drug Overdose Deaths,"2,732",Illinois,December 2018
2018-02-01,IL,2018,February,Number of Drug Overdose Deaths,"2,745",Illinois,February 2018
2018-01-01,IL,2018,January,Number of Drug Overdose Deaths,"2,759",Illinois,January 2018
2018-07-01,IL,2018,July,Number of Drug Overdose Deaths,"2,885",Illinois,July 2018
2018-06-01,IL,2018,June,Number of Drug Overdose Deaths,"2,860",Illinois,June 2018
2018-03-01,IL,2018,March,Number of Drug Overdose Deaths,"2,766",Illinois,March 2018
2018-05-01,IL,2018,May,Number of Drug Overdose Deaths,"2,852",Illinois,May 2018
2018-11-01,IL,2018,November,Number of Drug Overdose Deaths,"2,724",Illinois,November 2018
2018-10-01,IL,2018,October,Number of Drug Overdose Deaths,"2,786",Illinois,October 2018
2018-09-01,IL,2018,September,Number of Drug Overdose Deaths,"2,774",Illinois,September 2018
2019-04-01,IL,2019,April,Number of Drug Overdose Deaths,"2,588",Illinois,April 2019
2019-08-01,IL,2019,August,Number of Drug Overdose Deaths,"2,655",Illinois,August 2019
2019-12-01,IL,2019,December,Number of Drug Overdose Deaths,"2,775",Illinois,December 2019
2019-02-01,IL,2019,February,Number of Drug Overdose Deaths,"2,653",Illinois,February 2019
2019-01-01,IL,2019,January,Number of Drug Overdose Deaths,"2,687",Illinois,January 2019
2019-07-01,IL,2019,July,Number of Drug Overdose Deaths,"2,605",Illinois,July 2019
2019-06-01,IL,2019,June,Number of Drug Overdose Deaths,"2,632",Illinois,June 2019
2019-03-01,IL,2019,March,Number of Drug Overdose Deaths,"2,624",Illinois,March 2019
2019-05-01,IL,2019,May,Number of Drug Overdose Deaths,"2,623",Illinois,May 2019
2019-11-01,IL,2019,November,Number of Drug Overdose Deaths,"2,719",Illinois,November 2019
2019-10-01,IL,2019,October,Number of Drug Overdose Deaths,"2,660",Illinois,October 2019
2019-09-01,IL,2019,September,Number of Drug Overdose Deaths,"2,687",Illinois,September 2019
2020-04-01,IL,2020,April,Number of Drug Overdose Deaths,"3,160",Illinois,April 2020
2020-08-01,IL,2020,August,Number of Drug Overdose Deaths,"3,484",Illinois,August 2020
2020-12-01,IL,2020,December,Number of Drug Overdose Deaths,"3,531",Illinois,December 2020
2020-02-01,IL,2020,February,Number of Drug Overdose Deaths,"2,939",Illinois,February 2020
2020-01-01,IL,2020,January,Number of Drug Overdose Deaths,"2,840",Illinois,January 2020
2020-07-01,IL,2020,July,Number of Drug Overdose Deaths,"3,443",Illinois,July 2020
2020-06-01,IL,2020,June,Number of Drug Overdose Deaths,"3,369",Illinois,June 2020
2020-03-01,IL,2020,March,Number of Drug Overdose Deaths,"3,019",Illinois,March 2020
2020-05-01,IL,2020,May,Number of Drug Overdose Deaths,"3,295",Illinois,May 2020
2020-11-01,IL,2020,November,Number of Drug Overdose Deaths,"3,577",Illinois,November 2020
2020-10-01,IL,2020,October,Number of Drug Overdose Deaths,"3,538",Illinois,October 2020
2020-09-01,IL,2020,September,Number of Drug Overdose Deaths,"3,521",Illinois,September 2020
2021-04-01,IL,2021,April,Number of Drug Overdose Deaths,"3,532",Illinois,April 2021
2021-08-01,IL,2021,August,Number of Drug Overdose Deaths,"3,576",Illinois,August 2021
2021-12-01,IL,2021,December,Number of Drug Overdose Deaths,"3,786",Illinois,December 2021
2021-02-01,IL,2021,February,Number of Drug Overdose Deaths,"3,478",Illinois,February 2021
2021-01-01,IL,2021,January,Number of Drug Overdose Deaths,"3,516",Illinois,January 2021
2021-07-01,IL,2021,July,Number of Drug Overdose Deaths,"3,536",Illinois,July 2021
2021-06-01,IL,2021,June,Number of Drug Overdose Deaths,"3,474",Illinois,June 2021
2021-03-01,IL,2021,March,Number of Drug Overdose Deaths,"3,512",Illinois,March 2021
2021-05-01,IL,2021,May,Number of Drug Overdose Deaths,"3,442",Illinois,May 2021
2021-11-01,IL,2021,November,Number of Drug Overdose Deaths,"3,708",Illinois,November 2021
2021-10-01,IL,2021,October,Number of Drug Overdose Deaths,"3,674",Illinois,October 2021
2021-09-01,IL,2021,September,Number of Drug Overdose Deaths,"3,593",Illinois,September 2021
2022-04-01,IL,2022,April,Number of Drug Overdose Deaths,"3,906",Illinois,April 2022
2022-08-01,IL,2022,August,Number of Drug Overdose Deaths,"3,783",Illinois,August 2022
2022-02-01,IL,2022,February,Number of Drug Overdose Deaths,"3,960",Illinois,February 2022
2022-01-01,IL,2022,January,Number of Drug Overdose Deaths,"3,897",Illinois,January 2022
2022-07-01,IL,2022,July,Number of Drug Overdose Deaths,"3,799",Illinois,July 2022
2022-06-01,IL,2022,June,Number of Drug Overdose Deaths,"3,872",Illinois,June 2022
2022-03-01,IL,2022,March,Number of Drug Overdose Deaths,"3,960",Illinois,March 2022
2022-05-01,IL,2022,May,Number of Drug Overdose Deaths,"3,915",Illinois,May 2022
2015-04-01,IN,2015,April,Number of Drug Overdose Deaths,"1,208",Indiana,April 2015
2015-08-01,IN,2015,August,Number of Drug Overdose Deaths,"1,221",Indiana,August 2015
2015-12-01,IN,2015,December,Number of Drug Overdose Deaths,"1,232",Indiana,December 2015
2015-02-01,IN,2015,February,Number of Drug Overdose Deaths,"1,151",Indiana,February 2015
2015-01-01,IN,2015,January,Number of Drug Overdose Deaths,"1,162",Indiana,January 2015
2015-07-01,IN,2015,July,Number of Drug Overdose Deaths,"1,207",Indiana,July 2015
2015-06-01,IN,2015,June,Number of Drug Overdose Deaths,"1,217",Indiana,June 2015
2015-03-01,IN,2015,March,Number of Drug Overdose Deaths,"1,193",Indiana,March 2015
2015-05-01,IN,2015,May,Number of Drug Overdose Deaths,"1,203",Indiana,May 2015
2015-11-01,IN,2015,November,Number of Drug Overdose Deaths,"1,218",Indiana,November 2015
2015-10-01,IN,2015,October,Number of Drug Overdose Deaths,"1,205",Indiana,October 2015
2015-09-01,IN,2015,September,Number of Drug Overdose Deaths,"1,210",Indiana,September 2015
2016-04-01,IN,2016,April,Number of Drug Overdose Deaths,"1,285",Indiana,April 2016
2016-08-01,IN,2016,August,Number of Drug Overdose Deaths,"1,421",Indiana,August 2016
2016-12-01,IN,2016,December,Number of Drug Overdose Deaths,"1,506",Indiana,December 2016
2016-02-01,IN,2016,February,Number of Drug Overdose Deaths,"1,259",Indiana,February 2016
2016-01-01,IN,2016,January,Number of Drug Overdose Deaths,"1,228",Indiana,January 2016
2016-07-01,IN,2016,July,Number of Drug Overdose Deaths,"1,383",Indiana,July 2016
2016-06-01,IN,2016,June,Number of Drug Overdose Deaths,"1,354",Indiana,June 2016
2016-03-01,IN,2016,March,Number of Drug Overdose Deaths,"1,264",Indiana,March 2016
2016-05-01,IN,2016,May,Number of Drug Overdose Deaths,"1,321",Indiana,May 2016
2016-11-01,IN,2016,November,Number of Drug Overdose Deaths,"1,469",Indiana,November 2016
2016-10-01,IN,2016,October,Number of Drug Overdose Deaths,"1,441",Indiana,October 2016
2016-09-01,IN,2016,September,Number of Drug Overdose Deaths,"1,434",Indiana,September 2016
2017-04-01,IN,2017,April,Number of Drug Overdose Deaths,"1,700",Indiana,April 2017
2017-08-01,IN,2017,August,Number of Drug Overdose Deaths,"1,762",Indiana,August 2017
2017-12-01,IN,2017,December,Number of Drug Overdose Deaths,"1,835",Indiana,December 2017
2017-02-01,IN,2017,February,Number of Drug Overdose Deaths,"1,629",Indiana,February 2017
2017-01-01,IN,2017,January,Number of Drug Overdose Deaths,"1,576",Indiana,January 2017
2017-07-01,IN,2017,July,Number of Drug Overdose Deaths,"1,777",Indiana,July 2017
2017-06-01,IN,2017,June,Number of Drug Overdose Deaths,"1,720",Indiana,June 2017
2017-03-01,IN,2017,March,Number of Drug Overdose Deaths,"1,664",Indiana,March 2017
2017-05-01,IN,2017,May,Number of Drug Overdose Deaths,"1,721",Indiana,May 2017
2017-11-01,IN,2017,November,Number of Drug Overdose Deaths,"1,861",Indiana,November 2017
2017-10-01,IN,2017,October,Number of Drug Overdose Deaths,"1,842",Indiana,October 2017
2017-09-01,IN,2017,September,Number of Drug Overdose Deaths,"1,802",Indiana,September 2017
2018-04-01,IN,2018,April,Number of Drug Overdose Deaths,"1,716",Indiana,April 2018
2018-08-01,IN,2018,August,Number of Drug Overdose Deaths,"1,680",Indiana,August 2018
2018-12-01,IN,2018,December,Number of Drug Overdose Deaths,"1,612",Indiana,December 2018
2018-02-01,IN,2018,February,Number of Drug Overdose Deaths,"1,757",Indiana,February 2018
2018-01-01,IN,2018,January,Number of Drug Overdose Deaths,"1,808",Indiana,January 2018
2018-07-01,IN,2018,July,Number of Drug Overdose Deaths,"1,679",Indiana,July 2018
2018-06-01,IN,2018,June,Number of Drug Overdose Deaths,"1,696",Indiana,June 2018
2018-03-01,IN,2018,March,Number of Drug Overdose Deaths,"1,736",Indiana,March 2018
2018-05-01,IN,2018,May,Number of Drug Overdose Deaths,"1,699",Indiana,May 2018
2018-11-01,IN,2018,November,Number of Drug Overdose Deaths,"1,605",Indiana,November 2018
2018-10-01,IN,2018,October,Number of Drug Overdose Deaths,"1,639",Indiana,October 2018
2018-09-01,IN,2018,September,Number of Drug Overdose Deaths,"1,649",Indiana,September 2018
2019-04-01,IN,2019,April,Number of Drug Overdose Deaths,"1,598",Indiana,April 2019
2019-08-01,IN,2019,August,Number of Drug Overdose Deaths,"1,628",Indiana,August 2019
2019-12-01,IN,2019,December,Number of Drug Overdose Deaths,"1,704",Indiana,December 2019
2019-02-01,IN,2019,February,Number of Drug Overdose Deaths,"1,592",Indiana,February 2019
2019-01-01,IN,2019,January,Number of Drug Overdose Deaths,"1,591",Indiana,January 2019
2019-07-01,IN,2019,July,Number of Drug Overdose Deaths,"1,623",Indiana,July 2019
2019-06-01,IN,2019,June,Number of Drug Overdose Deaths,"1,610",Indiana,June 2019
2019-03-01,IN,2019,March,Number of Drug Overdose Deaths,"1,610",Indiana,March 2019
2019-05-01,IN,2019,May,Number of Drug Overdose Deaths,"1,612",Indiana,May 2019
2019-11-01,IN,2019,November,Number of Drug Overdose Deaths,"1,680",Indiana,November 2019
2019-10-01,IN,2019,October,Number of Drug Overdose Deaths,"1,661",Indiana,October 2019
2019-09-01,IN,2019,September,Number of Drug Overdose Deaths,"1,637",Indiana,September 2019
2020-04-01,IN,2020,April,Number of Drug Overdose Deaths,"1,878",Indiana,April 2020
2020-08-01,IN,2020,August,Number of Drug Overdose Deaths,"2,124",Indiana,August 2020
2020-12-01,IN,2020,December,Number of Drug Overdose Deaths,"2,267",Indiana,December 2020
2020-02-01,IN,2020,February,Number of Drug Overdose Deaths,"1,790",Indiana,February 2020
2020-01-01,IN,2020,January,Number of Drug Overdose Deaths,"1,752",Indiana,January 2020
2020-07-01,IN,2020,July,Number of Drug Overdose Deaths,"2,091",Indiana,July 2020
2020-06-01,IN,2020,June,Number of Drug Overdose Deaths,"2,043",Indiana,June 2020
2020-03-01,IN,2020,March,Number of Drug Overdose Deaths,"1,798",Indiana,March 2020
2020-05-01,IN,2020,May,Number of Drug Overdose Deaths,"1,986",Indiana,May 2020
2020-11-01,IN,2020,November,Number of Drug Overdose Deaths,"2,215",Indiana,November 2020
2020-10-01,IN,2020,October,Number of Drug Overdose Deaths,"2,186",Indiana,October 2020
2020-09-01,IN,2020,September,Number of Drug Overdose Deaths,"2,160",Indiana,September 2020
2021-04-01,IN,2021,April,Number of Drug Overdose Deaths,"2,483",Indiana,April 2021
2021-08-01,IN,2021,August,Number of Drug Overdose Deaths,"2,574",Indiana,August 2021
2021-12-01,IN,2021,December,Number of Drug Overdose Deaths,"2,789",Indiana,December 2021
2021-02-01,IN,2021,February,Number of Drug Overdose Deaths,"2,354",Indiana,February 2021
2021-01-01,IN,2021,January,Number of Drug Overdose Deaths,"2,333",Indiana,January 2021
2021-07-01,IN,2021,July,Number of Drug Overdose Deaths,"2,508",Indiana,July 2021
2021-06-01,IN,2021,June,Number of Drug Overdose Deaths,"2,488",Indiana,June 2021
2021-03-01,IN,2021,March,Number of Drug Overdose Deaths,"2,430",Indiana,March 2021
2021-05-01,IN,2021,May,Number of Drug Overdose Deaths,"2,473",Indiana,May 2021
2021-11-01,IN,2021,November,Number of Drug Overdose Deaths,"2,771",Indiana,November 2021
